record_id,created,modified,occurred_from,occurred_to,lat,lon,location_text,city,city_district,county,neighborhood,road,state,weather,light,Veículos,Mortos,Endereço,Severidade,Vítimas,Tipo de Acidente,driverIncidenteDetails_id,Feridos,Subprefeitura,acidente_id,Distrito,Acidente
,2019-06-11T21:19:45.003886+00:00,2019-06-11T21:19:45.003937+00:00,2017-09-28T14:19:00+00:00,2017-09-28T14:19:00+00:00,-23.577215,-46.657001,None,None,None,None,None,None,None,None,None,1,0,R MANUEL DA NOBREGA,Vítimas Feridas,1,Atropelamento,54cd3b9b-5fe1-4c5d-bad7-0117b7323662,1,,D091703096,,Atropelamento
,2019-06-11T21:20:12.310236+00:00,2019-06-11T21:20:12.310264+00:00,2017-09-28T12:30:00+00:00,2017-09-28T12:30:00+00:00,-23.550703,-46.645847,None,None,None,None,None,None,None,None,None,2,0,R AVANHANDAVA,Vítimas Feridas,1,Colisão,1b3b1048-0c51-42ea-9ec7-355f580856f0,1,,D091703031,,Colisão transversal
,2019-06-11T21:17:46.498646+00:00,2019-06-11T21:17:46.498675+00:00,2017-09-27T20:43:00+00:00,2017-09-27T20:43:00+00:00,-23.461526,-46.575623,None,None,None,None,None,None,None,None,None,2,0,R IGARITE,Vítimas Feridas,1,Colisão,ae509a17-1680-417b-a89b-ee6c085b5255,1,,D091702901,,Colisão
,2019-06-11T21:25:50.442302+00:00,2019-06-11T21:25:50.442331+00:00,2017-09-27T13:00:00+00:00,2017-09-27T13:00:00+00:00,-23.557067,-46.651146,None,None,None,None,None,None,None,None,None,2,0,R DR PLINIO BARRETO,Vítimas Feridas,1,Colisão,91d79f70-f15d-45de-b804-227d36027d2a,1,,D091703238,,Colisão
,2019-06-11T21:25:52.351077+00:00,2019-06-11T21:25:52.351106+00:00,2017-09-26T21:35:00+00:00,2017-09-26T21:35:00+00:00,-23.585645,-46.757078,None,None,None,None,None,None,None,None,None,2,0,R DR SAMPAIO FREIRE,Vítimas Feridas,1,Colisão,ec2ace4f-4c62-49f1-9a1a-c462375d494a,1,,D091703361,,Colisão lateral
,2019-06-11T21:02:10.214709+00:00,2019-06-11T21:02:10.214738+00:00,2017-09-26T15:30:00+00:00,2017-09-26T15:30:00+00:00,-23.5808,-46.499521,None,None,None,None,None,None,None,None,None,2,0,AV RIO DAS PEDRAS,Vítimas Feridas,1,Colisão,617bc671-6578-4dc2-8bfa-9093df70954b,1,,D091701587,,Colisão
,2019-06-11T21:22:56.044669+00:00,2019-06-11T21:22:56.044697+00:00,2017-09-26T10:06:00+00:00,2017-09-26T10:06:00+00:00,-23.482496,-46.412991,None,None,None,None,None,None,None,None,None,2,0,R UBAPITANGA,Vítimas Feridas,1,Colisão,d7839c27-a983-423e-8685-0af8c74e9a2e,1,,D091703138,,Colisão
,2019-06-11T19:54:27.717400+00:00,2019-06-11T19:54:27.717453+00:00,2017-09-26T02:59:00+00:00,2017-09-26T02:59:00+00:00,-23.569323,-46.671884,None,None,None,None,None,None,None,None,None,2,0,R COLOMBIA,Vítimas Feridas,1,Colisão,ce22f866-9e26-4d29-8024-cdb38d97e911,1,,D091703409,,Colisão
,2019-06-11T21:18:06.363354+00:00,2019-06-11T21:18:06.363383+00:00,2017-09-26T00:46:00+00:00,2017-09-26T00:46:00+00:00,-23.558446,-46.650863,None,None,None,None,None,None,None,None,None,2,0,R SILVIA,Vítimas Feridas,1,Colisão,26624b93-56f1-4f11-8b42-5eaeebadf164,1,,D091700686,,Colisão
,2019-06-11T21:12:24.922218+00:00,2019-06-11T21:12:24.922247+00:00,2017-09-25T21:30:00+00:00,2017-09-25T21:30:00+00:00,-23.501019,-46.510594,None,None,None,None,None,None,None,None,None,2,0,R MELO DE PORTUGAL,Vítimas Feridas,1,Colisão,766081e6-fa5c-4c43-9d41-3c325b07a458,1,,D091702980,,Colisão
,2019-06-11T21:23:39.426877+00:00,2019-06-11T21:23:39.426906+00:00,2017-09-25T15:20:00+00:00,2017-09-25T15:20:00+00:00,-23.548529,-46.650523,None,None,None,None,None,None,None,None,None,2,0,R MARQ DE PARANAGUA,Vítimas Feridas,1,Colisão,e53a3492-e32c-4dd6-b731-27dcc662e4b7,1,,D091701997,,Colisão
,2019-06-11T21:09:07.695450+00:00,2019-06-11T21:09:07.695478+00:00,2017-09-24T22:42:00+00:00,2017-09-24T22:42:00+00:00,-23.547713,-46.715406,None,None,None,None,None,None,None,None,None,2,0,AV PROF FONSECA RODRIGUES,Vítimas Feridas,1,Colisão,c18ad50f-0ad6-4770-b4ac-b08c53931e0d,1,,D091701198,,Colisão
,2019-06-11T20:55:57.891972+00:00,2019-06-11T20:55:57.892001+00:00,2017-09-24T07:20:00+00:00,2017-09-24T07:20:00+00:00,-23.538513,-46.60341,None,None,None,None,None,None,None,None,None,2,1,AV CELSO GARCIA,Vítimas Fatais,1,Colisão,f3d15875-d20c-49f7-80be-fa3bcecc52d0,0,,D091700936,,Colisão
,2019-06-11T21:01:25.180541+00:00,2019-06-11T21:01:25.180570+00:00,2017-09-23T13:00:00+00:00,2017-09-23T13:00:00+00:00,-23.55737,-46.701201,None,None,None,None,None,None,None,None,None,2,0,AV PEDROSO DE MORAIS,Vítimas Feridas,1,Colisão,3572a1f9-72e0-4fde-b3b4-5aee711e3c41,1,,D091702420,,Colisão
,2019-06-11T21:07:25.106454+00:00,2019-06-11T21:07:25.106483+00:00,2017-09-23T12:10:00+00:00,2017-09-23T12:10:00+00:00,-23.520199,-46.745893,None,None,None,None,None,None,None,None,None,2,0,PTE DOS REMEDIOS-CARMEN F. NEVES,Vítimas Feridas,1,Colisão,4412cdc1-6be5-4e28-8099-538f5f97a0a6,1,,D091702091,,Colisão
,2019-06-11T19:54:27.497679+00:00,2019-06-11T19:54:27.497731+00:00,2017-09-21T21:54:00+00:00,2017-09-21T21:54:00+00:00,-23.566454,-46.675259,None,None,None,None,None,None,None,None,None,2,0,AV BRASIL,Vítimas Feridas,1,Colisão,f9d0def7-e6f5-4ae9-994c-17dc10155d5d,1,,D091702842,,Colisão
,2019-06-11T20:57:07.981815+00:00,2019-06-11T20:57:07.981843+00:00,2017-09-21T20:17:00+00:00,2017-09-21T20:17:00+00:00,-23.627115,-46.735495,None,None,None,None,None,None,None,None,None,2,0,AV GIOVANNI GRONCHI,Vítimas Feridas,1,Colisão,24306385-f5b7-413f-860e-eb9ef5edcf54,1,,D091702959,,Colisão transversal
,2019-06-11T21:02:02.653611+00:00,2019-06-11T21:02:02.653640+00:00,2017-09-21T17:00:00+00:00,2017-09-21T17:00:00+00:00,-23.565344,-46.680073,None,None,None,None,None,None,None,None,None,2,1,AV REBOUCAS,Vítimas Fatais,1,Colisão,05c3dc72-761c-4078-bd67-f381b026fb73,0,,D091702641,,Colisão
,2019-06-11T20:58:48.164153+00:00,2019-06-11T20:58:48.164205+00:00,2017-09-20T21:49:00+00:00,2017-09-20T21:49:00+00:00,-23.560931,-46.522001,None,None,None,None,None,None,None,None,None,2,0,AV JOAO XXIII,Vítimas Feridas,1,Colisão,0d9584b9-3ccf-498b-bcb0-f8eabfd4f6b2,1,,D091702454,,Colisão
,2019-06-11T19:54:17.473784+00:00,2019-06-11T19:54:17.473835+00:00,2017-09-20T18:00:00+00:00,2017-09-20T18:00:00+00:00,-23.575282,-46.725873,None,None,None,None,None,None,None,None,None,1,0,AV BENJAMIM MANSUR,Vítimas Feridas,2,Atropelamento,4cf42b65-bcdd-4c29-93c7-7ce5152c9a47,2,,D091700798,,Atropelamento
,2019-06-11T21:15:13.953810+00:00,2019-06-11T21:15:13.953847+00:00,2017-09-20T02:23:00+00:00,2017-09-20T02:23:00+00:00,-23.577481,-46.585969,None,None,None,None,None,None,None,None,None,2,0,R CHAMANTA,Vítimas Feridas,1,Colisão,02227b01-5434-4a6f-a0c2-e47ba25dfd5c,1,,D091701409,,Colisão
,2019-06-11T21:19:44.829705+00:00,2019-06-11T21:19:44.829759+00:00,2017-09-19T13:00:00+00:00,2017-09-19T13:00:00+00:00,-23.578262,-46.658865,None,None,None,None,None,None,None,None,None,2,0,R MANUEL DA NOBREGA,Vítimas Feridas,1,Colisão,f64a3096-643e-4762-98f8-8071fafeb8f3,1,,D091702921,,Colisão
,2019-06-11T21:24:03.634036+00:00,2019-06-11T21:24:03.634065+00:00,2017-09-19T10:10:00+00:00,2017-09-19T10:10:00+00:00,-23.662965,-46.781111,None,None,None,None,None,None,None,None,None,2,0,ES DE ITAPECERICA,Vítimas Feridas,1,Colisão,3ed9d253-4c4a-4b52-92f2-b9b45e8d2c0a,1,,D091702039,,Colisão
,2019-06-11T20:55:26.187211+00:00,2019-06-11T20:55:26.187248+00:00,2017-09-17T01:42:00+00:00,2017-09-17T01:42:00+00:00,-23.527271,-46.490132,None,None,None,None,None,None,None,None,None,2,0,AV CALIM EID,Vítimas Feridas,1,Colisão,393d9f60-6cda-4055-96f0-ad10e941ccc9,1,,D091701644,,Colisão
,2019-06-11T21:21:53.512771+00:00,2019-06-11T21:21:53.512800+00:00,2017-09-15T17:57:00+00:00,2017-09-15T17:57:00+00:00,-23.491034,-46.441807,None,None,None,None,None,None,None,None,None,2,0,R SALVADOR DE MEDEIROS,Vítimas Feridas,1,Colisão,7b1e45f2-0891-4f4f-8e73-9fe55a88f707,1,,D091701031,,Colisão transversal
,2019-06-11T21:04:09.397712+00:00,2019-06-11T21:04:09.397741+00:00,2017-09-15T11:30:00+00:00,2017-09-15T11:30:00+00:00,-23.50635,-46.577419,None,None,None,None,None,None,None,None,None,2,0,PC NIPPON,Vítimas Feridas,1,Colisão,4f09f06d-01bc-4208-8bc4-d9efbd9baea9,1,,D091700818,,Colisão
,2019-06-11T21:03:05.201155+00:00,2019-06-11T21:03:05.201198+00:00,2017-09-14T18:45:00+00:00,2017-09-14T18:45:00+00:00,-23.553168,-46.487998,None,None,None,None,None,None,None,None,None,2,0,AV SYLVIO TORRES,Vítimas Feridas,1,Colisão,8fb6c1bb-a1aa-44db-97f4-d2121818b1e1,1,,D091701682,,Colisão
,2019-06-11T21:16:48.094827+00:00,2019-06-11T21:16:48.094857+00:00,2017-09-14T11:50:00+00:00,2017-09-14T11:50:00+00:00,-23.650021,-46.608146,None,None,None,None,None,None,None,None,None,2,1,R FRANCOIS BUNEL,Vítimas Fatais,1,Colisão,1364cd49-7035-45ae-a984-de889c4704b1,0,,D091701898,,Colisão lateral
,2019-06-11T21:01:52.889341+00:00,2019-06-11T21:01:52.889371+00:00,2017-09-14T10:52:00+00:00,2017-09-14T10:52:00+00:00,-23.432482,-46.720139,None,None,None,None,None,None,None,None,None,2,0,AV RAIMUNDO PEREIRA DE MAGALHAES,Vítimas Feridas,1,Colisão,fb824602-0c17-4ae2-a6ac-85796178d7b8,1,,D091703817,,Colisão
,2019-06-11T20:55:57.760389+00:00,2019-06-11T20:55:57.760420+00:00,2017-09-14T09:00:00+00:00,2017-09-14T09:00:00+00:00,-23.533304,-46.564453,None,None,None,None,None,None,None,None,None,2,0,AV CELSO GARCIA,Vítimas Feridas,1,Colisão,9c7b6281-a2e1-4814-8271-831e08128a08,1,,D091703837,,Colisão
,2019-06-11T21:03:39.572061+00:00,2019-06-11T21:03:39.572090+00:00,2017-09-13T07:30:00+00:00,2017-09-13T07:30:00+00:00,-23.569218,-46.715005,None,None,None,None,None,None,None,None,None,2,0,AV VITAL BRASIL,Vítimas Feridas,1,Colisão,4b8b3664-cfaf-4bbe-9229-4e9f9e6bbfa8,1,,D091701676,,Colisão
,2019-06-11T21:02:14.185697+00:00,2019-06-11T21:02:14.185724+00:00,2017-09-12T22:55:00+00:00,2017-09-12T22:55:00+00:00,-23.479195,-46.578487,None,None,None,None,None,None,None,None,None,2,0,AV ROLAND GARROS,Vítimas Feridas,2,Colisão,9986306a-901c-49e6-9619-18ec1ede3241,2,,D091702381,,Colisão
,2019-06-11T19:53:29.438144+00:00,2019-06-11T19:53:29.438197+00:00,2017-09-12T22:05:00+00:00,2017-09-12T22:05:00+00:00,-23.499639,-46.683927,None,None,None,None,None,None,None,None,None,2,0,AV ANTONIO MUNHOZ BONILHA,Vítimas Feridas,1,Colisão,37c995d0-ab44-4f7c-a9bb-0a887a7798aa,1,,D091703847,,Colisão lateral
,2019-06-11T21:00:53.457460+00:00,2019-06-11T21:00:53.457492+00:00,2017-09-12T15:12:00+00:00,2017-09-12T15:12:00+00:00,-23.56982,-46.46052,None,None,None,None,None,None,None,None,None,2,0,AV OSVALDO PUCCI,Vítimas Feridas,1,Colisão,09b1acb8-e506-47f2-98de-f995e5a060bb,1,,D091702769,,Colisão
,2019-06-11T21:22:11.962915+00:00,2019-06-11T21:22:11.962943+00:00,2017-09-12T13:45:00+00:00,2017-09-12T13:45:00+00:00,-23.592571,-46.601163,None,None,None,None,None,None,None,None,None,1,0,R SILVA BUENO,Vítimas Feridas,1,Queda,33877327-e92e-48bf-b4ca-628085d050d2,1,,D091702340,,Queda bicicleta
,2019-06-11T21:17:45.992695+00:00,2019-06-11T21:17:45.992723+00:00,2017-09-12T11:05:00+00:00,2017-09-12T11:05:00+00:00,-23.457782,-46.626915,None,None,None,None,None,None,None,None,None,2,0,R FRANCISCO INGLES,Vítimas Feridas,1,Colisão,310a1ed6-d821-4d1a-8a1e-b39544268a6b,1,,D091703671,,Colisão transversal
,2019-06-11T21:02:02.397704+00:00,2019-06-11T21:02:02.397732+00:00,2017-09-10T21:46:00+00:00,2017-09-10T21:46:00+00:00,-23.571054,-46.690645,None,None,None,None,None,None,None,None,None,2,0,AV EUSEBIO MATOSO,Vítimas Feridas,1,Colisão,54abf8d9-63b9-426e-82a9-20718232d3a2,1,,D091702538,,Colisão transversal
,2019-06-11T20:57:53.520143+00:00,2019-06-11T20:57:53.520171+00:00,2017-09-10T01:00:00+00:00,2017-09-10T01:00:00+00:00,-23.46774,-46.670136,None,None,None,None,None,None,None,None,None,2,0,AV INAJAR DE SOUZA,Vítimas Feridas,1,Colisão,49f1bfcd-9546-47cf-a0e4-0dd68030ded8,1,,D091700994,,Colisão
,2019-06-11T21:19:08.502898+00:00,2019-06-11T21:19:08.502936+00:00,2017-09-09T19:40:00+00:00,2017-09-09T19:40:00+00:00,-23.498282,-46.374764,None,None,None,None,None,None,None,None,None,2,0,R LAGOA DA CRUZ,Vítimas Feridas,1,Colisão,395f0332-bc8a-4d84-b37a-6f766fbe1d91,1,,D091700831,,Colisão
,2019-06-11T21:21:07.353626+00:00,2019-06-11T21:21:07.353655+00:00,2017-09-09T15:00:00+00:00,2017-09-09T15:00:00+00:00,-23.587747,-46.539598,None,None,None,None,None,None,None,None,None,2,0,R PAULO BENDER,Vítimas Feridas,1,Colisão,f8c07eca-7bf2-44a0-af32-54e7c2c03b60,1,,D091703801,,Colisão
,2019-06-11T19:52:13.049666+00:00,2019-06-11T19:52:13.049717+00:00,2017-09-07T20:30:00+00:00,2017-09-07T20:30:00+00:00,-23.647451,-46.702262,None,None,None,None,None,None,None,None,None,2,0,AV ADOLFO PINHEIRO,Vítimas Feridas,1,Colisão,e6758ef3-c0d8-41ba-9cde-a82a2ea84b20,1,,D091703665,,Colisão
,2019-06-11T21:10:42.185285+00:00,2019-06-11T21:10:42.185313+00:00,2017-09-07T15:30:00+00:00,2017-09-07T15:30:00+00:00,-23.562835,-46.456144,None,None,None,None,None,None,None,None,None,2,0,ES MORRO DOS OLHOS D'AGUA,Vítimas Feridas,1,Colisão,78643dd7-ea00-4229-abc0-50dd2046398a,1,,D091701767,,Colisão
,2019-06-11T21:14:36.885895+00:00,2019-06-11T21:14:36.885932+00:00,2017-09-06T23:58:00+00:00,2017-09-06T23:58:00+00:00,-23.54568,-46.604877,None,None,None,None,None,None,None,None,None,2,0,R WALDEMAR SEYSSEL-P. ARRELIA,Vítimas Feridas,1,Colisão,d6dc44f5-9f8b-41db-be94-de9dcda26d67,1,,D091702699,,Colisão
,2019-06-11T21:21:13.611454+00:00,2019-06-11T21:21:13.611482+00:00,2017-09-06T18:30:00+00:00,2017-09-06T18:30:00+00:00,-23.495509,-46.494009,None,None,None,None,None,None,None,None,None,2,0,R PEDRA LAVRADA,Vítimas Feridas,1,Colisão,c5636892-faa9-4eee-b6c9-9cc6d111724c,1,,D091702038,,Colisão
,2019-06-11T21:25:50.777520+00:00,2019-06-11T21:25:50.777548+00:00,2017-09-06T11:45:00+00:00,2017-09-06T11:45:00+00:00,-23.57385,-46.649406,None,None,None,None,None,None,None,None,None,2,0,R DR RAFAEL DE BARROS,Vítimas Feridas,1,Colisão,df35f274-2235-4def-aae1-b6cdf8f60061,1,,D091700803,,Colisão
,2019-06-11T20:56:59.904394+00:00,2019-06-11T20:56:59.904422+00:00,2017-09-06T00:26:00+00:00,2017-09-06T00:26:00+00:00,-23.476852,-46.705498,None,None,None,None,None,None,None,None,None,2,0,AV FUAD LUTFALLA,Vítimas Feridas,2,Colisão,9c1c499f-816a-4cbc-9d2d-75ab0e1d9d7f,2,,D091701735,,Colisão
,2019-06-11T21:08:03.056290+00:00,2019-06-11T21:08:03.056319+00:00,2017-09-05T10:40:00+00:00,2017-09-05T10:40:00+00:00,-23.621877,-46.679423,None,None,None,None,None,None,None,None,None,2,0,VD PABL AUSTREGESILO DE ATHAYDE,Vítimas Feridas,1,Colisão,5616133a-ad8e-4ae6-9ddc-85caa1aa3623,1,,D091701762,,Colisão frontal
,2019-06-11T21:17:36.176846+00:00,2019-06-11T21:17:36.176899+00:00,2017-09-04T19:30:00+00:00,2017-09-04T19:30:00+00:00,-23.555614,-46.653971,None,None,None,None,None,None,None,None,None,1,0,R HERCULANO DE FREITAS,Vítimas Feridas,1,Queda,f68ab477-22a8-426f-bd08-8ff1af1fb0f0,1,,D091704056,,Queda bicicleta
,2019-06-11T21:10:46.856116+00:00,2019-06-11T21:10:46.856145+00:00,2017-09-04T14:20:00+00:00,2017-09-04T14:20:00+00:00,-23.444625,-46.735676,None,None,None,None,None,None,None,None,None,2,0,ES DAS TAIPAS,Vítimas Feridas,1,Colisão,813799d7-b6a8-40aa-8d61-057cdcaf0f5a,1,,D091703922,,Colisão frontal
,2019-06-11T19:53:26.177475+00:00,2019-06-11T19:53:26.177529+00:00,2017-09-04T12:40:00+00:00,2017-09-04T12:40:00+00:00,-23.530798,-46.502922,None,None,None,None,None,None,None,None,None,2,0,AV ANTONIO ESTEVAO DE CARVALHO,Vítimas Feridas,1,Colisão,cec13164-91b2-4cf0-a2da-6dbc0fb23d3f,1,,D091702326,,Colisão
,2019-06-11T21:23:05.637371+00:00,2019-06-11T21:23:05.637424+00:00,2017-09-04T11:19:00+00:00,2017-09-04T11:19:00+00:00,-23.567895,-46.47269,None,None,None,None,None,None,None,None,None,2,0,R VENANCIO LISBOA,Vítimas Feridas,1,Colisão,1dce5d37-7b32-47c4-a2a4-fc756424a138,1,,D091702198,,Colisão
,2019-06-11T21:26:35.511960+00:00,2019-06-11T21:26:35.511989+00:00,2017-09-02T00:17:00+00:00,2017-09-02T00:17:00+00:00,-23.688745,-46.634807,None,None,None,None,None,None,None,None,None,2,0,AV SEN VITORINO FREIRE,Vítimas Feridas,1,Colisão,715a631f-e245-47fc-a57c-26e6e05015a0,1,,D091700972,,Colisão
,2019-06-11T21:23:16.345133+00:00,2019-06-11T21:23:16.345161+00:00,2017-09-01T16:30:00+00:00,2017-09-01T16:30:00+00:00,-23.451681,-46.61442,None,None,None,None,None,None,None,None,None,2,0,R VIEIRA DE MELO,Vítimas Feridas,1,Colisão,ac2b3751-bf04-4b88-9993-598bd4ba0ffb,1,,D091701653,,Colisão
,2019-06-11T21:17:15.638646+00:00,2019-06-11T21:17:15.638699+00:00,2017-08-31T12:40:00+00:00,2017-08-31T12:40:00+00:00,-23.568182,-46.678062,None,None,None,None,None,None,None,None,None,2,0,R GROENLANDIA,Vítimas Feridas,1,Colisão,e949c568-7260-45bb-9230-dc6c990850d6,1,,D081700874,,Colisão
,2019-06-11T21:20:49.038249+00:00,2019-06-11T21:20:49.038277+00:00,2017-08-30T22:30:00+00:00,2017-08-30T22:30:00+00:00,-23.497389,-46.503889,None,None,None,None,None,None,None,None,None,2,0,R OLHO D'AGUA DO BORGES,Vítimas Feridas,1,Colisão,c5044bef-7c19-42da-b49a-4cd05eab84f0,1,,D081700210,,Colisão
,2019-06-11T21:24:49.142984+00:00,2019-06-11T21:24:49.143037+00:00,2017-08-30T11:30:00+00:00,2017-08-30T11:30:00+00:00,-23.553362,-46.633349,None,None,None,None,None,None,None,None,None,1,0,R CONS FURTADO,Vítimas Feridas,1,Choque,187db9f4-0e5d-4d78-8070-905477073284,1,,D081700208,,Choque
,2019-06-11T21:22:32.142676+00:00,2019-06-11T21:22:32.142730+00:00,2017-08-28T22:30:00+00:00,2017-08-28T22:30:00+00:00,-23.552602,-46.599135,None,None,None,None,None,None,None,None,None,2,0,PC CIRO PONTES,Vítimas Feridas,1,Colisão,1ce99cb8-807f-402b-b7c4-9d8d48e44b0d,1,,D081700454,,Colisão transversal
,2019-06-11T21:01:22.896430+00:00,2019-06-11T21:01:22.896459+00:00,2017-08-28T20:48:00+00:00,2017-08-28T20:48:00+00:00,-23.580429,-46.659736,None,None,None,None,None,None,None,None,None,1,0,AV PEDRO ALVARES CABRAL,Vítimas Feridas,1,Atropelamento,8f63436a-db13-47b8-9da5-6c5de2b8b059,1,,D081700659,,Atropelamento
,2019-06-11T21:00:32.599925+00:00,2019-06-11T21:00:32.599960+00:00,2017-08-28T18:10:00+00:00,2017-08-28T18:10:00+00:00,-23.511907,-46.594851,None,None,None,None,None,None,None,None,None,2,0,R MAGARINOS TORRES,Vítimas Feridas,1,Colisão,564eba0e-bf07-46c6-989b-4a7d0e4adf0d,1,,D081700522,,Colisão
,2019-06-11T21:22:50.539481+00:00,2019-06-11T21:22:50.539510+00:00,2017-08-28T18:00:00+00:00,2017-08-28T18:00:00+00:00,-23.827914,-46.73717,None,None,None,None,None,None,None,None,None,2,0,R UMBERTO RAVELLO,Vítimas Feridas,1,Colisão,5aaeb80d-ddbd-4bd2-ac5d-9ec2eb2d7e2b,1,,D081702307,,Colisão
,2019-06-11T21:02:39.431208+00:00,2019-06-11T21:02:39.431261+00:00,2017-08-27T21:30:00+00:00,2017-08-27T21:30:00+00:00,-23.508221,-46.62868,None,None,None,None,None,None,None,None,None,2,0,AV SANTOS DUMONT,Vítimas Feridas,1,Colisão,e999e261-b02a-45b8-abf5-3997ced7dd05,1,,D081700639,,Colisão
,2019-06-11T20:56:40.966332+00:00,2019-06-11T20:56:40.966360+00:00,2017-08-26T20:46:00+00:00,2017-08-26T20:46:00+00:00,-23.466177,-46.711616,None,None,None,None,None,None,None,None,None,1,1,AV ELISIO TEIXEIRA LEITE,Vítimas Fatais,1,Queda,1e0fd808-9c0f-4faa-9d85-4f1675ee79fb,0,,D081701554,,Queda bicicleta
,2019-06-11T21:17:26.964254+00:00,2019-06-11T21:17:26.964282+00:00,2017-08-26T13:40:00+00:00,2017-08-26T13:40:00+00:00,-23.524689,-46.674109,None,None,None,None,None,None,None,None,None,2,0,R GUSTAV WILLI BORGHOFF,Vítimas Feridas,1,Colisão,df9c6168-2c56-4ab5-826e-b4644d630275,1,,D081700058,,Colisão
,2019-06-11T21:20:28.047032+00:00,2019-06-11T21:20:28.047060+00:00,2017-08-23T18:20:00+00:00,2017-08-23T18:20:00+00:00,-23.662436,-46.779831,None,None,None,None,None,None,None,None,None,1,0,R SEM DENOMINACAO (CRE),Vítimas Feridas,1,Queda,fd50f47c-64a8-41ca-bbbb-2ba3af2bc866,1,,D081701074,,Queda bicicleta
,2019-06-11T19:51:43.638513+00:00,2019-06-11T19:51:43.638565+00:00,2017-08-23T11:00:00+00:00,2017-08-23T11:00:00+00:00,-23.535932,-46.657805,None,None,None,None,None,None,None,None,None,1,0,AL BARROS,Vítimas Feridas,1,Queda,7ca765e7-52a9-4a38-b853-9e9b280ddcc6,1,,D081701713,,Queda bicicleta
,2019-06-11T21:07:04.170102+00:00,2019-06-11T21:07:04.170130+00:00,2017-08-22T18:37:00+00:00,2017-08-22T18:37:00+00:00,-23.477535,-46.645757,None,None,None,None,None,None,None,None,None,2,0,AV DR FRANCISCO RANIERI,Vítimas Feridas,1,Colisão,861eb9fc-9c84-40f9-a866-77bd9afdf8a0,1,,D081702244,,Colisão lateral
,2019-06-11T19:51:59.528531+00:00,2019-06-11T19:51:59.528584+00:00,2017-08-22T16:50:00+00:00,2017-08-22T16:50:00+00:00,-23.60883,-46.663922,None,None,None,None,None,None,None,None,None,2,0,AL DOS JURUPIS,Vítimas Feridas,1,Colisão,10cb380a-edf7-4916-9c8b-02ff3bc8c1ec,1,,D081701077,,Colisão frontal
,2019-06-11T21:19:25.652251+00:00,2019-06-11T21:19:25.652279+00:00,2017-08-22T14:35:00+00:00,2017-08-22T14:35:00+00:00,-23.678721,-46.789445,None,None,None,None,None,None,None,None,None,2,0,R LUIS DE OLIVEIRA,Vítimas Feridas,2,Colisão,72cfbccb-2a9d-446d-8cde-829fa601b9e3,2,,D081702041,,Colisão
,2019-06-11T20:58:06.559667+00:00,2019-06-11T20:58:06.559695+00:00,2017-08-22T13:30:00+00:00,2017-08-22T13:30:00+00:00,-23.546228,-46.644471,None,None,None,None,None,None,None,None,None,2,0,RP SEM DENOMINACAO,Vítimas Feridas,1,Colisão,bea25a7c-2794-475c-b34d-30fe4cf12574,1,,D081700050,,Colisão lateral
,2019-06-11T21:21:29.850617+00:00,2019-06-11T21:21:29.850645+00:00,2017-08-21T12:30:00+00:00,2017-08-21T12:30:00+00:00,-23.541522,-46.574737,None,None,None,None,None,None,None,None,None,2,0,R CEL LUIS AMERICANO,Vítimas Feridas,1,Colisão,4263d8f8-7b7e-4c6f-bbe7-5a34cc4e475b,1,,D081700741,,Colisão traseira
,2019-06-11T21:02:29.589851+00:00,2019-06-11T21:02:29.589909+00:00,2017-08-19T09:44:00+00:00,2017-08-19T09:44:00+00:00,-23.552121,-46.577574,None,None,None,None,None,None,None,None,None,2,0,AV SALIM FARAH MALUF,Vítimas Feridas,1,Colisão,5e65a8e2-8866-4dfb-abc8-c861d3c5bc96,1,,D081700082,,Colisão lateral
,2019-06-11T21:12:23.254978+00:00,2019-06-11T21:12:23.255006+00:00,2017-08-16T10:16:00+00:00,2017-08-16T10:16:00+00:00,-23.590205,-46.644726,None,None,None,None,None,None,None,None,None,2,0,R GASSIPOS,Vítimas Feridas,1,Colisão,aaa93499-3a11-4e55-b3b1-ae21aedf2f1b,1,,D081701480,,Colisão transversal
,2019-06-11T21:20:04.383122+00:00,2019-06-11T21:20:04.383174+00:00,2017-08-15T20:11:00+00:00,2017-08-15T20:11:00+00:00,-23.598369,-46.462631,None,None,None,None,None,None,None,None,None,2,0,AV RAGUEB CHOHFI,Vítimas Feridas,1,Colisão,e4019696-699c-43be-b0bc-dd7c36ba8c4b,1,,D081700250,,Colisão transversal
,2019-06-11T21:21:33.550306+00:00,2019-06-11T21:21:33.550334+00:00,2017-08-15T18:47:00+00:00,2017-08-15T18:47:00+00:00,-23.492718,-46.672417,None,None,None,None,None,None,None,None,None,2,0,R QUARTIM BARBOSA,Vítimas Feridas,1,Colisão,120cbddf-2f38-44fd-b436-a76de2056382,1,,D081701749,,Colisão
,2019-06-11T20:59:24.953381+00:00,2019-06-11T20:59:24.953410+00:00,2017-08-11T12:43:00+00:00,2017-08-11T12:43:00+00:00,-23.499464,-46.61384,None,None,None,None,None,None,None,None,None,2,0,AV LUIZ DUMONT VILLARES,Vítimas Feridas,1,Colisão,a885ce16-6137-41a4-82ab-7ef60f1b006d,1,,D081701491,,Colisão lateral
